transaction_id,branch_id,product_id,product_name,category,price,quantity,total_amount,date,time
T000547,B003,P016,Dhal 500g,Pulses,396.84,7,2777.88,2024-04-04,19:47:16
T000548,B005,P010,Sugar 1kg,Staples,354.04,4,1416.16,2024-01-06,21:38:45
T000549,B005,P016,Dhal 500g,Pulses,407.65,1,407.65,2024-04-26,20:39:28
T000550,B004,P007,Sunlight Soap Bar,Personal Care,148.21,5,741.05,2024-03-19,18:19:57
T000551,B002,P017,Red Onions 500g,Vegetables,145.54,4,582.16,2025-05-06,11:15:04
T000552,B002,P007,Sunlight Soap Bar,Personal Care,154.98,2,309.96,2024-08-24,14:20:20
T000553,B004,P008,Head & Shoulders Shampoo 400ml,Personal Care,1149.07,1,1149.07,2024-06-28,21:44:41
T000554,B001,P014,Anchor Cheese 200g,Dairy,880.22,3,2640.66,2025-05-29,20:27:30
T000555,B002,P021,Coca-Cola 1.5L,Soft Drinks,342.43,1,342.43,2024-11-26,09:19:00
T000556,B005,P025,Sausages 250g,Processed Meat,778.13,2,1556.26,2024-01-24,09:21:24
T000557,B004,P022,Munchee Biscuits 125g,Snacks,121.52,5,607.6,2024-03-07,08:42:55
T000558,B002,P011,Dilmah Tea Bags 100ct,Beverages,719.29,6,4315.74,2024-07-15,21:23:22
T000559,B002,P019,Koththu Mix,Ready Meals,510.06,1,510.06,2024-05-02,19:13:40
T000560,B001,P017,Red Onions 500g,Vegetables,154.66,2,309.32,2024-11-12,14:09:15
T000561,B005,P019,Koththu Mix,Ready Meals,496.66,4,1986.64,2025-03-10,08:20:27
T000562,B001,P015,Thalapath Fish 1kg,Seafood,1885.25,2,3770.5,2024-11-10,09:20:46
T000563,B003,P013,Prima Pasta 500g,Pasta & Noodles,412.96,6,2477.76,2025-01-02,17:16:49
T000564,B001,P015,Thalapath Fish 1kg,Seafood,1814.6,1,1814.6,2024-06-04,15:12:35
T000565,B003,P021,Coca-Cola 1.5L,Soft Drinks,359.86,2,719.72,2025-04-18,08:24:27
T000566,B003,P020,Curry Powder 100g,Spices,205.34,2,410.68,2024-03-26,18:28:33
T000567,B001,P004,Chicken Meat 1kg,Meat,1160.91,3,3482.73,2025-03-23,12:11:45
T000568,B002,P005,Local Apples 1kg,Fruits,578.77,1,578.77,2025-04-11,20:41:58
T000569,B005,P019,Koththu Mix,Ready Meals,482.09,5,2410.45,2025-05-29,13:54:12
T000570,B002,P019,Koththu Mix,Ready Meals,484.94,1,484.94,2024-05-28,19:18:48
T000571,B002,P016,Dhal 500g,Pulses,389.29,1,389.29,2024-06-04,09:03:25
T000572,B001,P012,Nescafe Coffee 200g,Beverages,1433.66,1,1433.66,2025-01-05,11:08:22
T000573,B004,P005,Local Apples 1kg,Fruits,579.4,1,579.4,2024-07-04,15:23:21
T000574,B001,P010,Sugar 1kg,Staples,347.19,2,694.38,2025-04-06,08:26:45
T000575,B004,P022,Munchee Biscuits 125g,Snacks,117.7,1,117.7,2025-04-02,19:47:41
T000576,B003,P023,Samaposha 200g,Breakfast Cereals,270.47,1,270.47,2024-06-27,08:58:17
T000577,B004,P015,Thalapath Fish 1kg,Seafood,1822.05,2,3644.1,2024-12-09,21:55:04
T000578,B001,P015,Thalapath Fish 1kg,Seafood,1776.94,1,1776.94,2024-09-21,09:53:30
T000579,B005,P025,Sausages 250g,Processed Meat,754.2,2,1508.4,2025-01-02,21:57:00
T000580,B001,P017,Red Onions 500g,Vegetables,150.2,1,150.2,2024-11-25,15:44:26
T000581,B002,P016,Dhal 500g,Pulses,396.27,6,2377.62,2025-05-14,20:03:12
T000582,B002,P002,White Bread Loaf,Bakery,256.26,1,256.26,2024-05-13,21:18:50
T000583,B005,P014,Anchor Cheese 200g,Dairy,910.77,1,910.77,2024-08-22,18:41:46
T000584,B003,P016,Dhal 500g,Pulses,395.0,3,1185.0,2024-05-28,10:56:33
T000585,B004,P017,Red Onions 500g,Vegetables,148.97,2,297.94,2025-03-04,13:09:34
T000586,B002,P006,Tomatoes 1kg,Vegetables,294.32,4,1177.28,2025-01-17,17:53:36
T000587,B001,P001,Keeri Samba Rice 5kg,Grains,1462.25,2,2924.5,2024-05-31,12:58:56
T000588,B004,P018,Eggs (Brown) 6 pack,Dairy & Eggs,288.93,3,866.79,2025-04-09,21:32:04
T000589,B002,P023,Samaposha 200g,Breakfast Cereals,269.5,4,1078.0,2024-10-19,15:15:59
T000590,B002,P014,Anchor Cheese 200g,Dairy,856.65,2,1713.3,2024-11-21,20:30:02
T000591,B001,P018,Eggs (Brown) 6 pack,Dairy & Eggs,303.1,2,606.2,2024-06-13,19:58:14
T000592,B005,P003,Fresh Milk 1L,Dairy,456.04,3,1368.12,2024-03-12,21:17:11
T000593,B001,P016,Dhal 500g,Pulses,383.64,4,1534.56,2024-09-09,17:05:16
T000594,B005,P022,Munchee Biscuits 125g,Snacks,120.86,1,120.86,2024-09-30,21:50:09
T000595,B001,P001,Keeri Samba Rice 5kg,Grains,1525.62,2,3051.24,2024-12-02,13:33:50
T000596,B005,P006,Tomatoes 1kg,Vegetables,287.65,3,862.95,2024-04-29,15:51:42
T000597,B001,P025,Sausages 250g,Processed Meat,753.16,5,3765.8,2025-05-29,16:16:20
T000598,B004,P011,Dilmah Tea Bags 100ct,Beverages,687.17,2,1374.34,2024-06-10,08:07:15
T000599,B005,P010,Sugar 1kg,Staples,337.05,1,337.05,2024-05-20,12:46:00
T000600,B003,P011,Dilmah Tea Bags 100ct,Beverages,730.04,3,2190.12,2024-07-06,20:56:15
T000601,B003,P007,Sunlight Soap Bar,Personal Care,156.79,5,783.95,2024-07-30,09:01:32
T000602,B002,P023,Samaposha 200g,Breakfast Cereals,289.07,2,578.14,2025-03-06,12:01:54
T000603,B001,P006,Tomatoes 1kg,Vegetables,305.13,1,305.13,2025-04-08,11:07:32
T000604,B002,P012,Nescafe Coffee 200g,Beverages,1486.93,2,2973.86,2025-05-18,19:28:28
T000605,B004,P001,Keeri Samba Rice 5kg,Grains,1476.91,1,1476.91,2025-05-01,19:28:30
T000606,B005,P011,Dilmah Tea Bags 100ct,Beverages,682.45,4,2729.8,2024-08-17,10:27:27
T000607,B005,P014,Anchor Cheese 200g,Dairy,856.74,3,2570.22,2024-08-14,17:23:41
T000608,B004,P023,Samaposha 200g,Breakfast Cereals,271.17,1,271.17,2024-04-16,20:58:34
T000609,B005,P002,White Bread Loaf,Bakery,244.77,1,244.77,2024-03-10,21:00:34
T000610,B001,P011,Dilmah Tea Bags 100ct,Beverages,703.8,4,2815.2,2024-02-04,20:40:47
T000611,B003,P020,Curry Powder 100g,Spices,198.83,1,198.83,2024-04-16,16:11:02
T000612,B001,P025,Sausages 250g,Processed Meat,761.65,1,761.65,2024-11-08,19:55:12
T000613,B001,P020,Curry Powder 100g,Spices,191.4,4,765.6,2024-12-11,15:26:34
T000614,B002,P019,Koththu Mix,Ready Meals,499.79,1,499.79,2024-05-12,12:00:31
T000615,B001,P024,Canned Fish 425g,Canned Goods,579.83,2,1159.66,2024-01-09,18:08:28
T000616,B001,P017,Red Onions 500g,Vegetables,143.41,1,143.41,2025-03-20,08:19:40
T000617,B003,P018,Eggs (Brown) 6 pack,Dairy & Eggs,285.67,3,857.01,2024-02-16,21:04:19
T000618,B004,P012,Nescafe Coffee 200g,Beverages,1527.06,3,4581.18,2024-11-01,11:39:59
T000619,B003,P021,Coca-Cola 1.5L,Soft Drinks,353.26,5,1766.3,2024-06-01,14:43:57
T000620,B003,P016,Dhal 500g,Pulses,393.23,3,1179.69,2024-05-06,18:15:26
T000621,B004,P024,Canned Fish 425g,Canned Goods,616.59,3,1849.77,2024-03-02,20:21:57
T000622,B005,P008,Head & Shoulders Shampoo 400ml,Personal Care,1141.2,3,3423.6,2024-08-26,08:34:02
T000623,B005,P023,Samaposha 200g,Breakfast Cereals,292.43,1,292.43,2024-10-28,21:14:24
T000624,B004,P022,Munchee Biscuits 125g,Snacks,115.11,1,115.11,2025-04-29,14:20:03
T000625,B001,P021,Coca-Cola 1.5L,Soft Drinks,355.39,4,1421.56,2024-11-08,08:41:55
T000626,B002,P020,Curry Powder 100g,Spices,200.23,4,800.92,2024-09-14,12:43:10
T000627,B003,P017,Red Onions 500g,Vegetables,149.34,1,149.34,2024-10-30,11:48:42
T000628,B001,P025,Sausages 250g,Processed Meat,713.91,1,713.91,2024-11-01,17:55:31
T000629,B002,P003,Fresh Milk 1L,Dairy,466.91,4,1867.64,2024-07-18,17:31:10
T000630,B002,P023,Samaposha 200g,Breakfast Cereals,267.88,3,803.64,2024-12-10,12:33:24
T000631,B005,P023,Samaposha 200g,Breakfast Cereals,274.14,3,822.42,2025-03-20,15:00:39
T000632,B002,P011,Dilmah Tea Bags 100ct,Beverages,686.0,1,686.0,2024-05-02,14:13:47
T000633,B004,P013,Prima Pasta 500g,Pasta & Noodles,414.99,2,829.98,2024-10-10,19:19:04
T000634,B005,P005,Local Apples 1kg,Fruits,602.6,1,602.6,2024-05-22,19:59:11
T000635,B001,P020,Curry Powder 100g,Spices,209.53,4,838.12,2024-07-13,13:05:22
T000636,B002,P006,Tomatoes 1kg,Vegetables,292.64,6,1755.84,2024-04-26,09:03:03
T000637,B001,P015,Thalapath Fish 1kg,Seafood,1886.19,2,3772.38,2024-01-13,16:03:44
T000638,B002,P025,Sausages 250g,Processed Meat,774.48,7,5421.36,2024-07-11,13:05:16
T000639,B001,P022,Munchee Biscuits 125g,Snacks,115.54,2,231.08,2025-01-17,08:09:57
T000640,B005,P011,Dilmah Tea Bags 100ct,Beverages,697.65,3,2092.95,2024-09-05,10:20:05
T000641,B004,P012,Nescafe Coffee 200g,Beverages,1507.68,1,1507.68,2024-01-05,12:59:58
T000642,B005,P013,Prima Pasta 500g,Pasta & Noodles,387.35,2,774.7,2024-07-11,18:35:01
T000643,B001,P014,Anchor Cheese 200g,Dairy,873.01,2,1746.02,2025-04-01,13:43:32
T000644,B003,P006,Tomatoes 1kg,Vegetables,303.84,3,911.52,2024-05-02,08:35:09
T000645,B001,P012,Nescafe Coffee 200g,Beverages,1479.77,2,2959.54,2024-08-26,15:44:51
T000646,B004,P024,Canned Fish 425g,Canned Goods,604.84,10,6048.4,2025-05-06,18:59:08
T000647,B004,P006,Tomatoes 1kg,Vegetables,303.51,1,303.51,2024-03-26,19:05:24
T000648,B001,P001,Keeri Samba Rice 5kg,Grains,1531.88,2,3063.76,2024-09-18,08:59:46
T000649,B005,P005,Local Apples 1kg,Fruits,607.18,3,1821.54,2024-12-07,15:07:09
T000650,B004,P021,Coca-Cola 1.5L,Soft Drinks,335.56,4,1342.24,2024-06-16,14:09:18
T000651,B001,P015,Thalapath Fish 1kg,Seafood,1781.7,1,1781.7,2024-03-29,08:37:18
T000652,B001,P017,Red Onions 500g,Vegetables,147.71,2,295.42,2024-03-31,16:22:34
T000653,B005,P012,Nescafe Coffee 200g,Beverages,1455.42,3,4366.26,2024-09-07,21:40:15
T000654,B005,P015,Thalapath Fish 1kg,Seafood,1753.35,1,1753.35,2024-08-10,18:45:17
T000655,B003,P002,White Bread Loaf,Bakery,253.13,1,253.13,2024-08-29,13:43:26
T000656,B005,P005,Local Apples 1kg,Fruits,619.13,1,619.13,2024-12-26,19:22:10
T000657,B003,P014,Anchor Cheese 200g,Dairy,916.98,1,916.98,2024-09-14,12:16:23
T000658,B001,P012,Nescafe Coffee 200g,Beverages,1513.71,2,3027.42,2024-09-29,16:49:45
T000659,B003,P008,Head & Shoulders Shampoo 400ml,Personal Care,1182.31,1,1182.31,2024-09-23,16:41:23
T000660,B002,P008,Head & Shoulders Shampoo 400ml,Personal Care,1204.45,2,2408.9,2025-01-10,19:33:02
T000661,B004,P003,Fresh Milk 1L,Dairy,432.08,2,864.16,2024-01-20,18:11:11
T000662,B004,P006,Tomatoes 1kg,Vegetables,289.02,1,289.02,2025-03-04,11:00:41
T000663,B004,P010,Sugar 1kg,Staples,362.1,5,1810.5,2025-05-24,16:29:49
T000664,B002,P010,Sugar 1kg,Staples,363.93,3,1091.79,2024-04-19,20:50:25
T000665,B005,P024,Canned Fish 425g,Canned Goods,611.03,1,611.03,2024-03-02,10:42:20
T000666,B003,P001,Keeri Samba Rice 5kg,Grains,1448.56,1,1448.56,2025-02-14,21:23:47
T000667,B002,P006,Tomatoes 1kg,Vegetables,310.0,2,620.0,2024-01-11,18:51:20
T000668,B001,P021,Coca-Cola 1.5L,Soft Drinks,350.16,2,700.32,2024-09-05,08:58:54
T000669,B004,P019,Koththu Mix,Ready Meals,482.56,2,965.12,2024-10-16,18:04:53
T000670,B004,P022,Munchee Biscuits 125g,Snacks,122.58,3,367.74,2024-10-31,19:35:09
T000671,B001,P021,Coca-Cola 1.5L,Soft Drinks,360.41,1,360.41,2024-07-06,15:19:22
T000672,B004,P013,Prima Pasta 500g,Pasta & Noodles,412.33,3,1236.99,2024-02-23,08:47:40
T000673,B003,P015,Thalapath Fish 1kg,Seafood,1871.34,2,3742.68,2024-05-16,20:16:46
T000674,B005,P025,Sausages 250g,Processed Meat,777.97,3,2333.91,2025-02-23,19:20:12
T000675,B004,P016,Dhal 500g,Pulses,393.98,4,1575.92,2024-08-08,19:33:06
T000676,B001,P018,Eggs (Brown) 6 pack,Dairy & Eggs,309.76,1,309.76,2025-04-21,13:07:20
T000677,B005,P004,Chicken Meat 1kg,Meat,1187.68,2,2375.36,2024-08-20,10:55:05
T000678,B002,P018,Eggs (Brown) 6 pack,Dairy & Eggs,305.57,2,611.14,2025-01-09,21:20:28
T000679,B003,P013,Prima Pasta 500g,Pasta & Noodles,388.21,2,776.42,2024-05-22,17:54:12
T000680,B003,P007,Sunlight Soap Bar,Personal Care,144.35,5,721.75,2025-02-17,15:47:51
T000681,B003,P020,Curry Powder 100g,Spices,202.06,4,808.24,2025-05-09,12:15:43
T000682,B003,P013,Prima Pasta 500g,Pasta & Noodles,382.65,8,3061.2,2024-07-19,15:32:49
T000683,B005,P021,Coca-Cola 1.5L,Soft Drinks,337.63,5,1688.15,2025-05-23,21:24:35
T000684,B002,P016,Dhal 500g,Pulses,409.97,2,819.94,2025-01-08,10:45:41
T000685,B002,P023,Samaposha 200g,Breakfast Cereals,286.29,2,572.58,2025-04-03,13:32:54
T000686,B003,P018,Eggs (Brown) 6 pack,Dairy & Eggs,289.47,6,1736.82,2025-05-27,11:07:10
T000687,B004,P016,Dhal 500g,Pulses,398.26,3,1194.78,2025-05-01,14:34:33
T000688,B001,P025,Sausages 250g,Processed Meat,775.05,1,775.05,2024-06-21,20:55:26
T000689,B003,P005,Local Apples 1kg,Fruits,620.8,3,1862.4,2024-11-25,13:32:42
T000690,B003,P013,Prima Pasta 500g,Pasta & Noodles,389.71,2,779.42,2024-07-12,17:24:01
T000691,B001,P003,Fresh Milk 1L,Dairy,440.84,1,440.84,2024-11-21,17:59:07
T000692,B004,P014,Anchor Cheese 200g,Dairy,880.04,1,880.04,2024-06-10,09:33:23
T000693,B002,P016,Dhal 500g,Pulses,381.27,5,1906.35,2024-05-06,18:08:41
T000694,B003,P003,Fresh Milk 1L,Dairy,429.11,3,1287.33,2024-04-11,14:16:35
T000695,B001,P014,Anchor Cheese 200g,Dairy,936.24,2,1872.48,2025-01-09,09:40:18
T000696,B003,P010,Sugar 1kg,Staples,357.32,3,1071.96,2024-08-21,17:31:39
T000697,B005,P004,Chicken Meat 1kg,Meat,1228.08,2,2456.16,2024-02-18,14:25:40
T000698,B001,P024,Canned Fish 425g,Canned Goods,581.88,2,1163.76,2025-04-18,18:00:40
T000699,B005,P021,Coca-Cola 1.5L,Soft Drinks,341.18,1,341.18,2024-03-01,09:43:11
T000700,B005,P023,Samaposha 200g,Breakfast Cereals,281.04,2,562.08,2024-10-10,20:11:43
T000701,B002,P001,Keeri Samba Rice 5kg,Grains,1490.43,5,7452.15,2024-10-28,21:20:28
T000702,B005,P001,Keeri Samba Rice 5kg,Grains,1442.19,2,2884.38,2024-11-29,14:35:57
T000703,B001,P017,Red Onions 500g,Vegetables,156.77,1,156.77,2024-11-03,08:27:40
T000704,B001,P018,Eggs (Brown) 6 pack,Dairy & Eggs,290.25,2,580.5,2025-05-31,19:24:19
T000705,B003,P010,Sugar 1kg,Staples,362.93,1,362.93,2024-08-02,13:54:09
T000706,B003,P023,Samaposha 200g,Breakfast Cereals,289.48,1,289.48,2024-02-16,12:06:39
T000707,B003,P004,Chicken Meat 1kg,Meat,1259.3,1,1259.3,2024-11-07,14:22:17
T000708,B002,P018,Eggs (Brown) 6 pack,Dairy & Eggs,289.68,4,1158.72,2025-02-15,21:53:00
T000709,B003,P024,Canned Fish 425g,Canned Goods,574.39,2,1148.78,2024-09-12,08:28:48
T000710,B001,P017,Red Onions 500g,Vegetables,151.26,2,302.52,2025-01-03,10:30:50
T000711,B003,P018,Eggs (Brown) 6 pack,Dairy & Eggs,305.75,1,305.75,2025-05-08,14:38:30
T000712,B002,P016,Dhal 500g,Pulses,393.66,3,1180.98,2024-12-07,17:56:13
T000713,B002,P008,Head & Shoulders Shampoo 400ml,Personal Care,1213.74,3,3641.22,2024-09-08,08:48:26
T000714,B004,P006,Tomatoes 1kg,Vegetables,302.17,3,906.51,2025-05-25,17:17:52
T000715,B005,P017,Red Onions 500g,Vegetables,145.11,2,290.22,2024-06-08,16:39:17
T000716,B001,P004,Chicken Meat 1kg,Meat,1250.53,1,1250.53,2025-04-22,21:49:10
T000717,B002,P019,Koththu Mix,Ready Meals,507.87,1,507.87,2025-05-07,10:49:08
T000718,B005,P008,Head & Shoulders Shampoo 400ml,Personal Care,1183.35,1,1183.35,2024-09-10,11:50:34
T000719,B005,P022,Munchee Biscuits 125g,Snacks,123.24,2,246.48,2025-01-10,19:33:17
T000720,B003,P019,Koththu Mix,Ready Meals,523.93,7,3667.51,2024-06-22,12:59:17
T000721,B004,P015,Thalapath Fish 1kg,Seafood,1866.31,2,3732.62,2024-06-22,11:04:28
T000722,B005,P012,Nescafe Coffee 200g,Beverages,1464.88,1,1464.88,2025-01-03,08:20:34
T000723,B001,P011,Dilmah Tea Bags 100ct,Beverages,693.25,2,1386.5,2024-12-13,17:38:28
T000724,B003,P008,Head & Shoulders Shampoo 400ml,Personal Care,1140.73,5,5703.65,2024-02-25,11:27:31
T000725,B005,P011,Dilmah Tea Bags 100ct,Beverages,671.29,6,4027.74,2024-02-22,20:28:27
T000726,B004,P013,Prima Pasta 500g,Pasta & Noodles,417.29,2,834.58,2025-01-08,15:48:37
T000727,B004,P022,Munchee Biscuits 125g,Snacks,123.61,1,123.61,2024-09-05,19:40:28
T000728,B001,P005,Local Apples 1kg,Fruits,603.24,1,603.24,2024-05-05,15:34:53
T000729,B002,P018,Eggs (Brown) 6 pack,Dairy & Eggs,311.9,1,311.9,2024-08-30,19:49:46
T000730,B003,P004,Chicken Meat 1kg,Meat,1166.46,5,5832.3,2024-06-02,08:32:35
T000731,B001,P003,Fresh Milk 1L,Dairy,461.28,3,1383.84,2024-06-06,16:19:24
T000732,B001,P004,Chicken Meat 1kg,Meat,1215.12,1,1215.12,2024-03-19,13:52:36
T000733,B005,P014,Anchor Cheese 200g,Dairy,878.01,1,878.01,2024-12-28,19:09:04
T000734,B004,P021,Coca-Cola 1.5L,Soft Drinks,355.33,1,355.33,2025-04-06,08:21:33
T000735,B003,P001,Keeri Samba Rice 5kg,Grains,1465.15,2,2930.3,2025-01-21,12:54:31
T000736,B005,P013,Prima Pasta 500g,Pasta & Noodles,413.35,5,2066.75,2024-02-04,20:43:26
T000737,B004,P007,Sunlight Soap Bar,Personal Care,150.54,4,602.16,2024-12-26,10:55:47
T000738,B005,P025,Sausages 250g,Processed Meat,737.85,1,737.85,2024-10-02,13:24:12
T000739,B002,P004,Chicken Meat 1kg,Meat,1142.51,1,1142.51,2024-09-12,08:21:12
T000740,B003,P013,Prima Pasta 500g,Pasta & Noodles,390.04,1,390.04,2025-01-27,09:31:16
T000741,B001,P012,Nescafe Coffee 200g,Beverages,1487.7,3,4463.1,2024-09-15,19:53:03
T000742,B004,P021,Coca-Cola 1.5L,Soft Drinks,340.7,1,340.7,2024-03-12,14:50:26
T000743,B004,P024,Canned Fish 425g,Canned Goods,623.55,3,1870.65,2024-08-18,08:54:04
T000744,B002,P013,Prima Pasta 500g,Pasta & Noodles,415.34,1,415.34,2024-03-23,19:49:46
T000745,B003,P011,Dilmah Tea Bags 100ct,Beverages,677.04,6,4062.24,2024-06-29,21:48:55
T000746,B001,P005,Local Apples 1kg,Fruits,579.95,2,1159.9,2024-05-12,09:27:32
T000747,B001,P019,Koththu Mix,Ready Meals,478.68,4,1914.72,2025-04-19,11:25:02
T000748,B004,P024,Canned Fish 425g,Canned Goods,621.66,2,1243.32,2024-12-06,15:22:49
T000749,B003,P019,Koththu Mix,Ready Meals,500.85,2,1001.7,2024-11-04,14:33:17
T000750,B004,P007,Sunlight Soap Bar,Personal Care,151.5,5,757.5,2024-08-01,16:42:05
T000751,B003,P023,Samaposha 200g,Breakfast Cereals,289.38,2,578.76,2025-04-29,14:28:49
T000752,B001,P004,Chicken Meat 1kg,Meat,1160.01,1,1160.01,2024-08-18,12:44:34
T000753,B002,P022,Munchee Biscuits 125g,Snacks,122.65,4,490.6,2025-03-24,15:19:04
T000754,B002,P015,Thalapath Fish 1kg,Seafood,1787.9,1,1787.9,2024-11-05,21:08:25
T000755,B004,P001,Keeri Samba Rice 5kg,Grains,1506.0,2,3012.0,2025-03-24,19:14:16
T000756,B004,P002,White Bread Loaf,Bakery,251.84,2,503.68,2024-10-12,18:40:45
T000757,B002,P020,Curry Powder 100g,Spices,191.27,5,956.35,2024-12-26,13:03:45
T000758,B002,P014,Anchor Cheese 200g,Dairy,943.69,1,943.69,2025-03-18,17:44:33
T000759,B004,P009,Coconut Oil 1L,Cooking Oil,826.5,3,2479.5,2024-01-25,15:44:14
T000760,B005,P004,Chicken Meat 1kg,Meat,1258.38,3,3775.14,2024-12-09,11:36:42
T000761,B004,P019,Koththu Mix,Ready Meals,495.09,2,990.18,2024-08-16,13:17:45
T000762,B001,P017,Red Onions 500g,Vegetables,145.06,2,290.12,2024-07-30,16:11:41
T000763,B005,P025,Sausages 250g,Processed Meat,713.6,1,713.6,2025-05-15,08:00:57
T000764,B005,P021,Coca-Cola 1.5L,Soft Drinks,362.72,2,725.44,2025-04-24,13:19:45
T000765,B004,P010,Sugar 1kg,Staples,351.53,2,703.06,2024-08-19,16:52:17
T000766,B003,P016,Dhal 500g,Pulses,411.88,4,1647.52,2024-05-07,19:18:58
T000767,B004,P025,Sausages 250g,Processed Meat,731.1,1,731.1,2024-09-03,11:34:52
T000768,B003,P001,Keeri Samba Rice 5kg,Grains,1493.5,1,1493.5,2024-12-23,13:03:55
T000769,B001,P006,Tomatoes 1kg,Vegetables,311.64,1,311.64,2024-12-16,16:52:19
T000770,B003,P003,Fresh Milk 1L,Dairy,462.6,2,925.2,2024-11-04,08:23:48
T000771,B004,P002,White Bread Loaf,Bakery,258.54,2,517.08,2024-10-05,18:43:09
T000772,B003,P010,Sugar 1kg,Staples,361.34,1,361.34,2024-06-16,11:58:39
T000773,B002,P013,Prima Pasta 500g,Pasta & Noodles,398.33,3,1194.99,2024-04-07,10:15:47
T000774,B003,P020,Curry Powder 100g,Spices,205.08,1,205.08,2025-05-04,19:54:26
T000775,B004,P018,Eggs (Brown) 6 pack,Dairy & Eggs,294.21,3,882.63,2024-02-18,14:09:34
T000776,B001,P023,Samaposha 200g,Breakfast Cereals,294.0,2,588.0,2024-01-24,11:40:41
T000777,B001,P022,Munchee Biscuits 125g,Snacks,122.83,3,368.49,2025-05-22,13:30:51
T000778,B003,P017,Red Onions 500g,Vegetables,145.86,3,437.58,2024-11-05,13:11:30
T000779,B005,P010,Sugar 1kg,Staples,341.64,3,1024.92,2024-02-10,08:10:18
T000780,B001,P008,Head & Shoulders Shampoo 400ml,Personal Care,1220.22,3,3660.66,2025-05-27,13:34:35
T000781,B002,P013,Prima Pasta 500g,Pasta & Noodles,407.48,2,814.96,2024-09-02,16:20:51
T000782,B001,P021,Coca-Cola 1.5L,Soft Drinks,354.52,2,709.04,2024-02-23,12:19:11
T000783,B003,P002,White Bread Loaf,Bakery,243.64,2,487.28,2025-03-22,08:56:24
T000784,B002,P005,Local Apples 1kg,Fruits,609.26,3,1827.78,2024-07-23,09:46:50
T000785,B004,P007,Sunlight Soap Bar,Personal Care,143.89,1,143.89,2024-04-29,12:08:42
T000786,B001,P017,Red Onions 500g,Vegetables,145.82,3,437.46,2024-06-10,11:33:44
T000787,B001,P023,Samaposha 200g,Breakfast Cereals,282.48,1,282.48,2024-12-28,18:04:24
T000788,B001,P022,Munchee Biscuits 125g,Snacks,119.29,2,238.58,2025-05-30,12:43:07
T000789,B002,P007,Sunlight Soap Bar,Personal Care,152.05,4,608.2,2025-05-19,12:19:44
T000790,B002,P020,Curry Powder 100g,Spices,201.86,1,201.86,2024-12-20,12:56:02
T000791,B002,P025,Sausages 250g,Processed Meat,727.08,2,1454.16,2024-01-19,10:31:03
T000792,B001,P014,Anchor Cheese 200g,Dairy,922.31,1,922.31,2024-09-03,16:44:12
T000793,B003,P025,Sausages 250g,Processed Meat,749.12,4,2996.48,2025-01-02,15:35:38
T000794,B001,P004,Chicken Meat 1kg,Meat,1193.72,2,2387.44,2024-11-02,19:05:48
T000795,B003,P007,Sunlight Soap Bar,Personal Care,148.33,5,741.65,2024-10-13,10:16:38
T000796,B002,P003,Fresh Milk 1L,Dairy,470.54,5,2352.7,2025-01-20,18:31:25
T000797,B005,P012,Nescafe Coffee 200g,Beverages,1478.86,1,1478.86,2024-01-17,11:53:42
T000798,B003,P024,Canned Fish 425g,Canned Goods,606.78,1,606.78,2025-03-12,20:12:00
T000799,B004,P014,Anchor Cheese 200g,Dairy,899.36,1,899.36,2025-01-13,09:37:57
T000800,B005,P004,Chicken Meat 1kg,Meat,1141.91,2,2283.82,2024-07-06,18:27:44
T000801,B005,P008,Head & Shoulders Shampoo 400ml,Personal Care,1153.71,1,1153.71,2024-01-17,14:11:30
T000802,B001,P007,Sunlight Soap Bar,Personal Care,149.1,4,596.4,2025-01-21,16:59:21
T000803,B004,P010,Sugar 1kg,Staples,355.48,4,1421.92,2024-11-07,12:43:59
T000804,B002,P007,Sunlight Soap Bar,Personal Care,153.29,1,153.29,2024-11-04,16:25:10
T000805,B001,P016,Dhal 500g,Pulses,392.7,3,1178.1,2025-05-11,08:51:39
T000806,B004,P005,Local Apples 1kg,Fruits,597.21,2,1194.42,2024-11-05,19:35:45
T000807,B005,P018,Eggs (Brown) 6 pack,Dairy & Eggs,308.82,4,1235.28,2024-07-04,18:53:33
T000808,B005,P021,Coca-Cola 1.5L,Soft Drinks,365.56,2,731.12,2024-12-02,16:12:34
T000809,B002,P017,Red Onions 500g,Vegetables,153.08,1,153.08,2025-04-02,20:22:49
T000810,B004,P001,Keeri Samba Rice 5kg,Grains,1524.78,2,3049.56,2024-12-02,12:47:46
T000811,B002,P006,Tomatoes 1kg,Vegetables,309.26,1,309.26,2024-03-05,15:03:07
T000812,B001,P024,Canned Fish 425g,Canned Goods,592.48,1,592.48,2024-12-30,11:24:03
T000813,B004,P017,Red Onions 500g,Vegetables,151.86,3,455.58,2024-02-20,16:07:47
T000814,B001,P012,Nescafe Coffee 200g,Beverages,1489.37,4,5957.48,2024-10-13,21:42:18
T000815,B003,P003,Fresh Milk 1L,Dairy,445.13,2,890.26,2025-03-02,09:01:48
T000816,B001,P018,Eggs (Brown) 6 pack,Dairy & Eggs,308.22,4,1232.88,2025-05-06,08:47:16
T000817,B004,P003,Fresh Milk 1L,Dairy,456.33,2,912.66,2025-03-16,13:30:38
T000818,B003,P003,Fresh Milk 1L,Dairy,463.92,2,927.84,2025-05-07,11:28:55
